% Indian_Name_Gender
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,12:38:47
% Python Generated ARFF file
% Gender Model Type: Bigrams

@RELATION Gender_Bigrams

@ATTRIBUTE Bigrams_Male  NUMERIC
@ATTRIBUTE Bigrams_Female  NUMERIC
@ATTRIBUTE Bigrams  STRING
@ATTRIBUTE class        {Male,Female}

@DATA
96.0,612.0,ah,Male
253.0,29.0,ar,Male
253.0,29.0,ar,Male
253.0,29.0,ar,Male
72.0,10.0,as,Male
48.0,18.0,el,Male
66.0,10.0,il,Male
35.0,11.0,az,Male
30.0,11.0,ab,Male
23.0,2.0,eb,Male
8.0,2.0,ez,Male
421.0,62.0,an,Male
110.0,36.0,am,Male
19.0,1.0,if,Male
323.0,28.0,sh,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
110.0,36.0,am,Male
134.0,53.0,al,Male
421.0,62.0,an,Male
323.0,28.0,sh,Male
88.0,8.0,ad,Male
16.0,4.0,aq,Male
421.0,62.0,an,Male
96.0,612.0,ah,Male
421.0,62.0,an,Male
88.0,8.0,ad,Male
88.0,8.0,ad,Male
253.0,29.0,ar,Male
6.0,0.0,gh,Male
86.0,35.0,at,Male
40.0,5.0,ed,Male
253.0,29.0,ar,Male
253.0,29.0,ar,Male
253.0,29.0,ar,Male
118.0,11.0,th,Male
253.0,29.0,ar,Male
35.0,11.0,az,Male
73.0,13.0,er,Male
16.0,4.0,aq,Male
46.0,0.0,ik,Male
59.0,5.0,im,Male
421.0,62.0,an,Male
118.0,11.0,th,Male
10.0,5.0,af,Male
59.0,5.0,im,Male
110.0,36.0,am,Male
253.0,29.0,ar,Male
26.0,129.0,ta,Male
16.0,4.0,aq,Male
23.0,2.0,eb,Male
253.0,29.0,ar,Male
35.0,11.0,az,Male
73.0,13.0,er,Male
19.0,1.0,if,Male
46.0,0.0,ik,Male
22.0,0.0,iq,Male
22.0,0.0,iq,Male
88.0,8.0,ad,Male
1.0,0.0,wf,Male
1.0,0.0,wn,Male
1.0,1.0,ws,Male
421.0,62.0,an,Male
35.0,11.0,az,Male
35.0,11.0,az,Male
45.0,10.0,ak,Male
87.0,29.0,in,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
5.0,2.0,ub,Male
323.0,28.0,sh,Male
5.0,2.0,ub,Male
421.0,62.0,an,Male
88.0,8.0,ad,Male
44.0,11.0,em,Male
73.0,13.0,er,Male
253.0,29.0,ar,Male
59.0,5.0,im,Male
421.0,62.0,an,Male
86.0,35.0,at,Male
16.0,4.0,aq,Male
5.0,0.0,qi,Male
110.0,36.0,am,Male
112.0,6.0,ir,Male
59.0,5.0,im,Male
253.0,29.0,ar,Male
73.0,13.0,er,Male
253.0,29.0,ar,Male
112.0,6.0,ir,Male
86.0,35.0,at,Male
3.0,0.0,rr,Male
16.0,4.0,aq,Male
48.0,18.0,el,Male
44.0,11.0,em,Male
253.0,29.0,ar,Male
253.0,29.0,ar,Male
86.0,35.0,at,Male
66.0,10.0,il,Male
59.0,5.0,im,Male
112.0,6.0,ir,Male
110.0,36.0,am,Male
134.0,53.0,al,Male
421.0,62.0,an,Male
110.0,36.0,am,Male
88.0,8.0,ad,Male
134.0,53.0,al,Male
3.0,3.0,hr,Male
9.0,1.0,ut,Male
45.0,10.0,ak,Male
8.0,0.0,yd,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
87.0,29.0,in,Male
323.0,28.0,sh,Male
96.0,612.0,ah,Male
112.0,6.0,ir,Male
134.0,53.0,al,Male
66.0,10.0,il,Male
73.0,13.0,er,Male
96.0,612.0,ah,Male
48.0,18.0,el,Male
323.0,28.0,sh,Male
134.0,53.0,al,Male
59.0,5.0,im,Male
52.0,0.0,id,Male
96.0,612.0,ah,Male
12.0,3.0,ud,Male
12.0,3.0,ud,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
56.0,65.0,en,Male
72.0,136.0,ya,Male
253.0,29.0,ar,Male
253.0,29.0,ar,Male
253.0,29.0,ar,Male
253.0,29.0,ar,Male
72.0,136.0,ya,Male
35.0,47.0,ri,Male
253.0,29.0,ar,Male
31.0,168.0,ha,Male
421.0,62.0,an,Male
72.0,10.0,as,Male
421.0,62.0,an,Male
35.0,11.0,az,Male
35.0,11.0,az,Male
87.0,29.0,in,Male
421.0,62.0,an,Male
20.0,1.0,iz,Male
112.0,6.0,ir,Male
20.0,11.0,is,Male
35.0,11.0,az,Male
14.0,5.0,di,Male
66.0,10.0,il,Male
3.0,0.0,dl,Male
6.0,0.0,eq,Male
88.0,8.0,ad,Male
3.0,1.0,hd,Male
44.0,11.0,em,Male
59.0,5.0,im,Male
10.0,15.0,mi,Male
59.0,5.0,im,Male
46.0,0.0,ik,Male
22.0,0.0,iq,Male
134.0,53.0,al,Male
35.0,11.0,az,Male
20.0,1.0,iz,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
87.0,29.0,in,Male
73.0,13.0,er,Male
9.0,4.0,eh,Male
3.0,3.0,hr,Male
35.0,47.0,ri,Male
35.0,6.0,ul,Male
11.0,0.0,ih,Male
96.0,612.0,ah,Male
9.0,4.0,eh,Male
10.0,42.0,sa,Male
76.0,4.0,aj,Male
86.0,35.0,at,Male
35.0,11.0,az,Male
56.0,65.0,en,Male
40.0,5.0,ed,Male
9.0,3.0,es,Male
421.0,62.0,an,Male
52.0,0.0,id,Male
20.0,11.0,is,Male
1.0,1.0,oq,Male
3.0,1.0,uk,Male
7.0,1.0,kh,Male
3.0,0.0,uq,Male
86.0,35.0,at,Male
9.0,4.0,eh,Male
56.0,65.0,en,Male
9.0,4.0,eh,Male
11.0,0.0,ih,Male
46.0,0.0,ik,Male
96.0,612.0,ah,Male
88.0,8.0,ad,Male
35.0,11.0,az,Male
1.0,0.0,wz,Male
421.0,62.0,an,Male
3.0,1.0,zi,Male
35.0,11.0,az,Male
8.0,0.0,yd,Male
10.0,2.0,ek,Male
134.0,53.0,al,Male
421.0,62.0,an,Male
134.0,53.0,al,Male
421.0,62.0,an,Male
2.0,0.0,oz,Male
96.0,612.0,ah,Male
421.0,62.0,an,Male
72.0,10.0,as,Male
2.0,0.0,oz,Male
421.0,62.0,an,Male
88.0,8.0,ad,Male
66.0,10.0,il,Male
9.0,1.0,ai,Male
1.0,0.0,zh,Male
88.0,8.0,ad,Male
66.0,10.0,il,Male
118.0,11.0,th,Male
34.0,4.0,ib,Male
44.0,11.0,em,Male
110.0,36.0,am,Male
421.0,62.0,an,Male
118.0,11.0,th,Male
118.0,11.0,th,Male
19.0,7.0,or,Male
421.0,62.0,an,Male
253.0,29.0,ar,Male
421.0,62.0,an,Male
3.0,1.0,zi,Male
134.0,53.0,al,Male
118.0,11.0,th,Male
421.0,62.0,an,Male
110.0,36.0,am,Male
4.0,3.0,yn,Male
34.0,4.0,ib,Male
18.0,4.0,un,Male
2.0,0.0,yf,Male
253.0,29.0,ar,Male
30.0,11.0,ab,Male
110.0,36.0,am,Male
421.0,62.0,an,Male
253.0,29.0,ar,Male
20.0,15.0,ee,Male
20.0,11.0,is,Male
112.0,6.0,ir,Male
22.0,0.0,iq,Male
96.0,612.0,ah,Male
34.0,4.0,ib,Male
20.0,11.0,is,Male
20.0,15.0,ee,Male
14.0,5.0,di,Male
52.0,0.0,id,Male
52.0,0.0,id,Male
20.0,1.0,iz,Male
1.0,0.0,fs,Male
73.0,13.0,er,Male
134.0,53.0,al,Male
110.0,36.0,am,Male
5.0,1.0,ji,Male
34.0,4.0,ib,Male
76.0,4.0,aj,Male
59.0,5.0,im,Male
12.0,0.0,ef,Male
44.0,11.0,em,Male
76.0,4.0,aj,Male
34.0,111.0,ni,Male
2.0,0.0,md,Male
421.0,62.0,an,Male
1.0,0.0,hy,Male
14.0,5.0,di,Male
44.0,11.0,em,Male
10.0,15.0,mi,Male
52.0,0.0,id,Male
88.0,8.0,ad,Male
110.0,36.0,am,Male
14.0,0.0,od,Male
6.0,35.0,za,Male
96.0,612.0,ah,Male
323.0,28.0,sh,Male
12.0,0.0,ef,Male
34.0,111.0,ni,Male
19.0,1.0,if,Male
96.0,612.0,ah,Male
16.0,4.0,aq,Male
20.0,11.0,is,Male
96.0,612.0,ah,Male
118.0,11.0,th,Male
25.0,8.0,on,Male
421.0,62.0,an,Male
23.0,2.0,eb,Male
56.0,65.0,en,Male
110.0,36.0,am,Male
52.0,0.0,id,Male
59.0,5.0,im,Male
112.0,6.0,ir,Male
86.0,35.0,at,Male
34.0,4.0,ib,Male
87.0,29.0,in,Male
421.0,62.0,an,Male
34.0,4.0,ib,Male
59.0,5.0,im,Male
30.0,11.0,ab,Male
86.0,35.0,at,Male
73.0,13.0,er,Male
110.0,36.0,am,Male
110.0,36.0,am,Male
59.0,5.0,im,Male
22.0,0.0,iq,Male
110.0,36.0,am,Male
96.0,612.0,ah,Male
421.0,62.0,an,Male
86.0,35.0,at,Male
134.0,53.0,al,Male
86.0,35.0,at,Male
110.0,36.0,am,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
110.0,36.0,am,Male
9.0,61.0,da,Male
30.0,11.0,ab,Male
12.0,3.0,ud,Male
96.0,612.0,ah,Male
86.0,35.0,at,Male
52.0,0.0,id,Male
112.0,6.0,ir,Male
110.0,36.0,am,Male
7.0,1.0,yl,Male
18.0,4.0,un,Male
2.0,0.0,md,Male
6.0,35.0,za,Male
96.0,612.0,ah,Male
118.0,11.0,th,Male
86.0,35.0,at,Male
96.0,612.0,ah,Male
110.0,36.0,am,Male
34.0,111.0,ni,Male
87.0,29.0,in,Male
87.0,29.0,in,Male
6.0,20.0,fa,Male
96.0,612.0,ah,Male
96.0,612.0,ah,Male
7.0,1.0,yl,Male
88.0,8.0,ad,Male
1.0,0.0,bn,Male
59.0,5.0,im,Male
20.0,11.0,is,Male
253.0,29.0,ar,Male
30.0,11.0,ab,Male
421.0,62.0,an,Male
110.0,36.0,am,Male
110.0,36.0,am,Male
110.0,36.0,am,Male
35.0,11.0,az,Male
22.0,41.0,li,Male
96.0,612.0,ah,Male
421.0,62.0,an,Male
86.0,35.0,at,Male
72.0,10.0,as,Male
88.0,8.0,ad,Male
421.0,62.0,an,Male
88.0,8.0,ad,Male
421.0,62.0,an,Male
35.0,11.0,az,Male
35.0,11.0,az,Male
110.0,36.0,am,Male
86.0,35.0,at,Male
86.0,35.0,at,Male
10.0,5.0,af,Male
76.0,4.0,aj,Male
30.0,11.0,ab,Male
253.0,29.0,ar,Male
134.0,53.0,al,Male
110.0,36.0,am,Male
113.0,9.0,it,Male
253.0,29.0,ar,Male
421.0,62.0,an,Male
10.0,42.0,sa,Male
110.0,36.0,am,Male
16.0,4.0,aq,Male
86.0,35.0,at,Male
16.0,4.0,aq,Male
253.0,29.0,ar,Male
110.0,36.0,am,Male
96.0,612.0,ah,Male
66.0,10.0,il,Male
66.0,10.0,il,Male
253.0,29.0,ar,Male
253.0,29.0,ar,Male
35.0,47.0,ri,Male
253.0,29.0,ar,Male
88.0,8.0,ad,Male
88.0,8.0,ad,Male
72.0,10.0,as,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
2.0,1.0,zz,Male
86.0,35.0,at,Male
421.0,62.0,an,Male
112.0,6.0,ir,Male
1.0,0.0,br,Male
88.0,8.0,ad,Male
253.0,29.0,ar,Male
73.0,13.0,er,Male
112.0,6.0,ir,Male
23.0,2.0,eb,Male
10.0,15.0,mi,Male
35.0,47.0,ri,Male
20.0,1.0,iz,Male
2.0,0.0,hm,Male
134.0,53.0,al,Male
9.0,3.0,es,Male
66.0,10.0,il,Male
134.0,53.0,al,Male
31.0,168.0,ha,Male
66.0,10.0,il,Male
421.0,62.0,an,Male
96.0,612.0,ah,Male
73.0,13.0,er,Male
35.0,47.0,ri,Male
96.0,612.0,ah,Male
14.0,0.0,od,Male
253.0,29.0,ar,Male
59.0,5.0,im,Male
112.0,6.0,ir,Male
253.0,29.0,ar,Male
40.0,5.0,ed,Male
40.0,5.0,ed,Male
73.0,13.0,er,Male
88.0,8.0,ad,Male
421.0,62.0,an,Male
253.0,29.0,ar,Male
34.0,4.0,ib,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
66.0,10.0,il,Male
88.0,8.0,ad,Male
88.0,8.0,ad,Male
7.0,1.0,yl,Male
112.0,6.0,ir,Male
4.0,0.0,ym,Male
20.0,92.0,ma,Male
96.0,612.0,ah,Male
134.0,53.0,al,Male
52.0,0.0,id,Male
8.0,0.0,yd,Male
5.0,2.0,ub,Male
96.0,612.0,ah,Male
66.0,10.0,il,Male
19.0,1.0,if,Male
73.0,13.0,er,Male
112.0,6.0,ir,Male
48.0,18.0,el,Male
73.0,13.0,er,Male
5.0,1.0,ji,Male
3.0,4.0,bi,Male
44.0,11.0,em,Male
20.0,92.0,ma,Male
134.0,53.0,al,Male
66.0,10.0,il,Male
421.0,62.0,an,Male
44.0,11.0,em,Male
59.0,5.0,im,Male
110.0,36.0,am,Male
421.0,62.0,an,Male
19.0,1.0,if,Male
59.0,5.0,im,Male
30.0,11.0,ab,Male
253.0,29.0,ar,Male
421.0,62.0,an,Male
3.0,1.0,zi,Male
59.0,5.0,im,Male
421.0,62.0,an,Male
59.0,5.0,im,Male
52.0,0.0,id,Male
10.0,5.0,af,Male
110.0,36.0,am,Male
18.0,4.0,un,Male
40.0,5.0,ed,Male
48.0,18.0,el,Male
6.0,0.0,eq,Male
52.0,0.0,id,Male
96.0,612.0,ah,Male
20.0,11.0,is,Male
88.0,8.0,ad,Male
96.0,612.0,ah,Male
34.0,4.0,ib,Male
23.0,2.0,eb,Male
253.0,29.0,ar,Male
110.0,36.0,am,Male
7.0,2.0,yr,Male
35.0,47.0,ri,Male
86.0,35.0,at,Male
87.0,29.0,in,Male
323.0,28.0,sh,Male
3.0,0.0,dr,Male
323.0,28.0,sh,Male
34.0,4.0,ib,Male
7.0,0.0,yb,Male
8.0,0.0,yd,Male
3.0,0.0,ys,Male
110.0,36.0,am,Male
96.0,612.0,ah,Male
110.0,36.0,am,Male
40.0,5.0,ed,Male
52.0,0.0,id,Male
323.0,28.0,sh,Male
253.0,29.0,ar,Male
86.0,35.0,at,Male
6.0,35.0,za,Male
253.0,29.0,ar,Male
7.0,0.0,yb,Male
23.0,2.0,eb,Male
34.0,4.0,ib,Male
96.0,612.0,ah,Male
22.0,0.0,iq,Male
118.0,11.0,th,Male
76.0,4.0,aj,Male
38.0,6.0,et,Male
12.0,0.0,ef,Male
19.0,1.0,if,Male
118.0,11.0,th,Male
421.0,62.0,an,Male
96.0,612.0,ah,Male
86.0,35.0,at,Male
53.0,3.0,ay,Male
421.0,62.0,an,Male
9.0,1.0,ut,Male
1.0,0.0,tf,Male
10.0,0.0,fi,Male
35.0,11.0,az,Male
88.0,8.0,ad,Male
34.0,111.0,ni,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
88.0,8.0,ad,Male
35.0,11.0,az,Male
73.0,13.0,er,Male
5.0,2.0,ub,Male
3.0,1.0,hd,Male
14.0,5.0,di,Male
73.0,13.0,er,Male
10.0,1.0,uj,Male
2.0,1.0,uz,Male
7.0,27.0,ja,Male
12.0,3.0,ud,Male
1.0,0.0,jd,Male
14.0,5.0,di,Male
5.0,2.0,om,Male
3.0,5.0,ki,Male
11.0,0.0,ih,Male
46.0,0.0,ik,Male
3.0,0.0,uh,Male
25.0,8.0,on,Male
18.0,4.0,un,Male
421.0,62.0,an,Male
19.0,7.0,or,Male
24.0,6.0,ur,Male
253.0,29.0,ar,Male
19.0,7.0,or,Male
3.0,5.0,ol,Male
66.0,10.0,il,Male
5.0,2.0,ob,Male
56.0,65.0,en,Male
5.0,0.0,uf,Male
421.0,62.0,an,Male
3.0,0.0,uq,Male
86.0,35.0,at,Male
134.0,53.0,al,Male
14.0,0.0,od,Male
12.0,3.0,ud,Male
19.0,7.0,or,Male
14.0,0.0,od,Male
12.0,3.0,ud,Male
19.0,7.0,or,Male
24.0,6.0,ur,Male
12.0,3.0,ud,Male
9.0,14.0,um,Male
56.0,65.0,en,Male
5.0,2.0,ob,Male
66.0,10.0,il,Male
18.0,4.0,un,Male
96.0,612.0,ah,Male
87.0,29.0,in,Male
5.0,2.0,ob,Male
30.0,11.0,ab,Male
10.0,96.0,ka,Male
24.0,6.0,ur,Male
96.0,612.0,ah,Male
10.0,96.0,ka,Male
66.0,10.0,il,Male
253.0,29.0,ar,Male
76.0,4.0,aj,Male
76.0,4.0,aj,Male
30.0,11.0,ab,Male
96.0,612.0,ah,Male
56.0,65.0,en,Male
96.0,612.0,ah,Male
110.0,36.0,am,Male
56.0,65.0,en,Male
56.0,65.0,en,Male
8.0,2.0,ez,Male
56.0,65.0,en,Male
40.0,5.0,ed,Male
52.0,0.0,id,Male
87.0,29.0,in,Male
35.0,6.0,ul,Male
6.0,20.0,fa,Male
59.0,5.0,im,Male
35.0,11.0,az,Male
112.0,6.0,ir,Male
88.0,8.0,ad,Male
17.0,0.0,dh,Male
6.0,20.0,fa,Male
11.0,115.0,la,Male
59.0,5.0,im,Male
253.0,29.0,ar,Male
73.0,13.0,er,Male
96.0,612.0,ah,Male
20.0,1.0,iz,Male
88.0,8.0,ad,Male
6.0,0.0,gh,Male
45.0,10.0,ak,Male
16.0,4.0,aq,Male
112.0,6.0,ir,Male
112.0,6.0,ir,Male
56.0,65.0,en,Male
52.0,0.0,id,Male
112.0,6.0,ir,Male
112.0,6.0,ir,Male
73.0,13.0,er,Male
56.0,65.0,en,Male
8.0,2.0,ez,Male
134.0,53.0,al,Male
112.0,6.0,ir,Male
96.0,612.0,ah,Male
40.0,5.0,ed,Male
52.0,0.0,id,Male
11.0,0.0,ih,Male
31.0,87.0,ti,Male
118.0,11.0,th,Male
20.0,1.0,iz,Male
87.0,29.0,in,Male
112.0,6.0,ir,Male
88.0,8.0,ad,Male
88.0,8.0,ad,Male
44.0,11.0,em,Male
20.0,15.0,ee,Male
38.0,6.0,et,Male
34.0,4.0,ib,Male
20.0,1.0,iz,Male
87.0,29.0,in,Male
14.0,5.0,di,Male
59.0,5.0,im,Male
56.0,65.0,en,Male
20.0,1.0,iz,Male
52.0,0.0,id,Male
52.0,0.0,id,Male
20.0,1.0,iz,Male
23.0,2.0,eb,Male
24.0,6.0,ur,Male
2.0,29.0,ba,Male
110.0,36.0,am,Male
20.0,11.0,is,Male
253.0,29.0,ar,Male
112.0,6.0,ir,Male
7.0,1.0,yl,Male
87.0,29.0,in,Male
35.0,11.0,az,Male
10.0,5.0,af,Male
253.0,29.0,ar,Male
23.0,2.0,eb,Male
73.0,13.0,er,Male
112.0,6.0,ir,Male
20.0,11.0,is,Male
112.0,6.0,ir,Male
88.0,8.0,ad,Male
112.0,6.0,ir,Male
112.0,6.0,ir,Male
112.0,6.0,ir,Male
72.0,10.0,as,Male
112.0,6.0,ir,Male
66.0,10.0,il,Male
52.0,0.0,id,Male
3.0,4.0,bi,Male
88.0,8.0,ad,Male
134.0,53.0,al,Male
52.0,0.0,id,Male
88.0,8.0,ad,Male
3.0,24.0,aa,Male
6.0,35.0,za,Male
10.0,42.0,sa,Male
22.0,0.0,iq,Male
52.0,0.0,id,Male
23.0,2.0,eb,Male
10.0,5.0,af,Male
73.0,13.0,er,Male
22.0,0.0,iq,Male
112.0,6.0,ir,Male
16.0,4.0,aq,Male
11.0,0.0,ih,Male
59.0,5.0,im,Male
86.0,35.0,at,Male
56.0,65.0,en,Male
6.0,20.0,fa,Male
40.0,5.0,ed,Male
421.0,62.0,an,Male
30.0,11.0,ab,Male
59.0,5.0,im,Male
73.0,13.0,er,Male
44.0,11.0,em,Male
30.0,11.0,ab,Male
112.0,6.0,ir,Male
59.0,5.0,im,Male
59.0,5.0,im,Male
113.0,9.0,it,Male
34.0,4.0,ib,Male
5.0,0.0,qi,Male
20.0,15.0,ee,Male
253.0,29.0,ar,Male
112.0,6.0,ir,Male
66.0,10.0,il,Male
112.0,6.0,ir,Male
66.0,10.0,il,Male
112.0,6.0,ir,Male
48.0,18.0,el,Male
421.0,62.0,an,Male
6.0,0.0,gh,Male
11.0,0.0,ih,Male
66.0,10.0,il,Male
44.0,11.0,em,Male
112.0,6.0,ir,Male
59.0,5.0,im,Male
112.0,6.0,ir,Male
3.0,0.0,dr,Male
44.0,11.0,em,Male
86.0,35.0,at,Male
9.0,3.0,es,Male
20.0,11.0,is,Male
34.0,4.0,ib,Male
66.0,10.0,il,Male
59.0,5.0,im,Male
112.0,6.0,ir,Male
110.0,36.0,am,Male
23.0,2.0,eb,Male
40.0,5.0,ed,Male
5.0,1.0,ji,Male
34.0,4.0,ib,Male
52.0,0.0,id,Male
11.0,0.0,ih,Male
1.0,0.0,jm,Male
73.0,13.0,er,Male
46.0,0.0,ik,Male
23.0,2.0,eb,Male
5.0,0.0,qi,Male
52.0,0.0,id,Male
323.0,28.0,sh,Male
12.0,0.0,ef,Male
44.0,11.0,em,Male
73.0,13.0,er,Male
86.0,35.0,at,Male
113.0,9.0,it,Male
19.0,1.0,if,Male
11.0,0.0,ih,Male
59.0,5.0,im,Male
112.0,6.0,ir,Male
10.0,15.0,mi,Male
2.0,0.0,sr,Male
73.0,13.0,er,Male
22.0,0.0,iq,Male
88.0,8.0,ad,Male
40.0,5.0,ed,Male
52.0,0.0,id,Male
35.0,11.0,az,Male
134.0,53.0,al,Male
30.0,11.0,ab,Male
86.0,35.0,at,Male
253.0,29.0,ar,Male
12.0,0.0,ef,Male
73.0,13.0,er,Male
11.0,0.0,ih,Male
59.0,5.0,im,Male
112.0,6.0,ir,Male
421.0,62.0,an,Male
134.0,53.0,al,Male
134.0,53.0,al,Male
76.0,4.0,aj,Male
253.0,29.0,ar,Male
35.0,11.0,az,Male
110.0,36.0,am,Male
253.0,29.0,ar,Male
421.0,62.0,an,Male
2.0,0.0,oh,Male
19.0,7.0,or,Male
22.0,41.0,li,Male
20.0,1.0,iz,Male
24.0,6.0,ur,Male
2.0,8.0,ne,Male
4.0,0.0,ym,Male
52.0,0.0,id,Male
3.0,0.0,uh,Male
112.0,6.0,ir,Male
421.0,62.0,an,Male
24.0,6.0,ur,Male
24.0,6.0,ur,Male
35.0,11.0,az,Male
56.0,65.0,en,Male
35.0,47.0,ri,Male
4.0,3.0,yn,Male
7.0,0.0,yb,Male
7.0,2.0,yr,Male
52.0,0.0,id,Male
112.0,6.0,ir,Male
253.0,29.0,ar,Male
20.0,92.0,ma,Male
20.0,11.0,is,Male
10.0,42.0,sa,Male
8.0,2.0,ez,Male
20.0,1.0,iz,Male
112.0,6.0,ir,Male
48.0,18.0,el,Male
253.0,29.0,ar,Male
73.0,13.0,er,Male
14.0,5.0,di,Male
59.0,5.0,im,Male
421.0,62.0,an,Male
59.0,5.0,im,Male
20.0,11.0,is,Male
253.0,29.0,ar,Male
34.0,111.0,ni,Male
113.0,9.0,it,Male
23.0,2.0,eb,Male
44.0,11.0,em,Male
52.0,0.0,id,Male
19.0,1.0,if,Male
59.0,5.0,im,Male
96.0,612.0,ah,Male
20.0,15.0,ee,Male
3.0,0.0,ys,Male
112.0,6.0,ir,Male
96.0,612.0,ah,Male
4.0,2.0,os,Male
421.0,62.0,an,Male
53.0,3.0,ay,Male
96.0,612.0,ah,Male
1.0,0.0,tb,Male
66.0,10.0,il,Male
20.0,11.0,is,Male
20.0,1.0,iz,Male
52.0,0.0,id,Male
96.0,612.0,ah,Male
253.0,29.0,ar,Male
34.0,111.0,ni,Male
20.0,15.0,ee,Male
3.0,4.0,bi,Male
96.0,612.0,ah,Male
113.0,9.0,it,Male
14.0,5.0,di,Male
9.0,3.0,es,Male
421.0,62.0,an,Male
53.0,3.0,ay,Male
20.0,15.0,ee,Male
10.0,2.0,ek,Male
10.0,0.0,fi,Male
46.0,0.0,ik,Male
22.0,0.0,iq,Male
34.0,4.0,ib,Male
86.0,35.0,at,Male
48.0,18.0,el,Male
323.0,28.0,sh,Male
66.0,10.0,il,Male
59.0,5.0,im,Male
86.0,35.0,at,Male
52.0,0.0,id,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
3.0,24.0,aa,Male
30.0,11.0,ab,Male
44.0,11.0,em,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
8.0,2.0,ez,Male
87.0,29.0,in,Male
20.0,1.0,iz,Male
253.0,29.0,ar,Male
34.0,4.0,ib,Male
44.0,11.0,em,Male
88.0,8.0,ad,Male
421.0,62.0,an,Male
40.0,5.0,ed,Male
52.0,0.0,id,Male
3.0,5.0,ol,Male
5.0,0.0,uf,Male
96.0,612.0,ah,Male
96.0,612.0,ah,Male
1.0,0.0,wh,Male
421.0,62.0,an,Male
9.0,3.0,es,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
4.0,3.0,yn,Male
421.0,62.0,an,Male
6.0,35.0,za,Male
110.0,36.0,am,Male
56.0,65.0,en,Male
421.0,62.0,an,Male
20.0,92.0,ma,Male
96.0,612.0,ah,Male
6.0,35.0,za,Male
35.0,11.0,az,Male
31.0,168.0,ha,Male
421.0,62.0,an,Male
96.0,612.0,ah,Male
53.0,3.0,ay,Male
88.0,8.0,ad,Male
86.0,35.0,at,Male
421.0,62.0,an,Male
48.0,18.0,el,Male
66.0,10.0,il,Male
421.0,62.0,an,Male
48.0,18.0,el,Male
96.0,612.0,ah,Male
3.0,1.0,hd,Male
10.0,0.0,fi,Male
88.0,8.0,ad,Male
86.0,35.0,at,Male
112.0,6.0,ir,Male
112.0,6.0,ir,Male
22.0,0.0,iq,Male
134.0,53.0,al,Male
34.0,4.0,ib,Male
112.0,6.0,ir,Male
9.0,4.0,eh,Male
66.0,10.0,il,Male
22.0,0.0,iq,Male
112.0,6.0,ir,Male
24.0,6.0,ur,Male
96.0,612.0,ah,Male
88.0,8.0,ad,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
86.0,35.0,at,Male
40.0,5.0,ed,Male
44.0,11.0,em,Male
46.0,0.0,ik,Male
22.0,0.0,iq,Male
113.0,9.0,it,Male
40.0,5.0,ed,Male
253.0,29.0,ar,Male
96.0,612.0,ah,Male
73.0,13.0,er,Male
253.0,29.0,ar,Male
96.0,612.0,ah,Male
4.0,0.0,yy,Male
35.0,6.0,ul,Male
421.0,62.0,an,Male
73.0,13.0,er,Male
30.0,11.0,ab,Male
253.0,29.0,ar,Male
59.0,5.0,im,Male
34.0,4.0,ib,Male
66.0,10.0,il,Male
112.0,6.0,ir,Male
1.0,1.0,hl,Male
2.0,0.0,hm,Male
112.0,6.0,ir,Male
34.0,4.0,ib,Male
52.0,0.0,id,Male
19.0,1.0,if,Male
421.0,62.0,an,Male
35.0,6.0,ul,Male
59.0,5.0,im,Male
112.0,6.0,ir,Male
96.0,612.0,ah,Male
5.0,1.0,ji,Male
52.0,0.0,id,Male
88.0,8.0,ad,Male
86.0,35.0,at,Male
3.0,3.0,hr,Male
96.0,612.0,ah,Male
2.0,3.0,nn,Male
110.0,36.0,am,Male
96.0,612.0,ah,Male
110.0,36.0,am,Male
96.0,612.0,ah,Male
86.0,35.0,at,Male
253.0,29.0,ar,Male
48.0,18.0,el,Male
44.0,11.0,em,Male
19.0,1.0,if,Male
11.0,0.0,ih,Male
46.0,0.0,ik,Male
59.0,5.0,im,Male
421.0,62.0,an,Male
134.0,53.0,al,Male
134.0,53.0,al,Male
1.0,0.0,lt,Male
40.0,5.0,ed,Male
73.0,13.0,er,Male
9.0,4.0,eh,Male
10.0,15.0,mi,Male
112.0,6.0,ir,Male
113.0,9.0,it,Male
96.0,612.0,ah,Male
253.0,29.0,ar,Male
14.0,0.0,od,Male
73.0,13.0,er,Male
34.0,4.0,ib,Male
30.0,11.0,ab,Male
35.0,11.0,az,Male
35.0,11.0,az,Male
59.0,5.0,im,Male
96.0,612.0,ah,Male
88.0,8.0,ad,Male
323.0,28.0,sh,Male
253.0,29.0,ar,Male
