% Indian_Name_Gender
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,12:38:47
% Python Generated ARFF file
% Gender Model Type: Trigrams

@RELATION Gender_Trigrams

@ATTRIBUTE Trigrams_Male  NUMERIC
@ATTRIBUTE Trigrams_Female  NUMERIC
@ATTRIBUTE Trigrams  STRING
@ATTRIBUTE class        {Male,Female}

@DATA
2.0,0.0,our,Male
7.0,1.0,aam,Male
10.0,0.0,mad,Male
1.0,0.0,eei,Male
26.0,4.0,eed,Male
3.0,0.0,kur,Male
3.0,0.0,bid,Male
15.0,24.0,ali,Male
9.0,0.0,rad,Male
6.0,0.0,rar,Male
32.0,1.0,ash,Male
1.0,0.0,bsi,Male
6.0,5.0,thi,Male
13.0,3.0,san,Male
6.0,0.0,yad,Male
30.0,3.0,yan,Male
19.0,21.0,ari,Male
3.0,0.0,dam,Male
2.0,0.0,awi,Male
2.0,0.0,awi,Male
17.0,2.0,eeb,Male
21.0,2.0,eel,Male
37.0,9.0,eem,Male
2.0,0.0,del,Male
17.0,7.0,ham,Male
37.0,9.0,eem,Male
1.0,0.0,dib,Male
3.0,1.0,dil,Male
1.0,0.0,diy,Male
3.0,0.0,Adl,Male
10.0,7.0,nan,Male
27.0,1.0,hir,Male
30.0,3.0,yan,Male
1.0,0.0,aaq,Male
10.0,0.0,eef,Male
5.0,0.0,fan,Male
17.0,7.0,ham,Male
1.0,0.0,fif,Male
6.0,0.0,fiq,Male
13.0,66.0,lah,Male
8.0,0.0,raz,Male
1.0,1.0,ruz,Male
2.0,0.0,aab,Male
4.0,0.0,tab,Male
3.0,1.0,zal,Male
3.0,0.0,arr,Male
10.0,2.0,hab,Male
13.0,3.0,had,Male
10.0,0.0,mad,Male
19.0,4.0,mar,Male
2.0,0.0,naf,Male
13.0,3.0,san,Male
2.0,0.0,was,Male
30.0,3.0,yan,Male
1.0,0.0,zab,Male
29.0,2.0,dan,Male
5.0,0.0,idh,Male
4.0,0.0,jaz,Male
59.0,8.0,man,Male
2.0,0.0,zat,Male
2.0,0.0,jer,Male
13.0,66.0,lah,Male
18.0,7.0,mal,Male
13.0,4.0,bar,Male
14.0,1.0,das,Male
37.0,9.0,eem,Male
11.0,1.0,has,Male
29.0,2.0,dan,Male
32.0,1.0,ash,Male
1.0,1.0,laq,Male
6.0,0.0,tar,Male
1.0,0.0,kif,Male
18.0,7.0,mal,Male
24.0,5.0,ram,Male
15.0,24.0,Ali,Male
59.0,8.0,man,Male
11.0,0.0,mir,Male
32.0,1.0,ash,Male
33.0,9.0,aan,Male
12.0,2.0,aar,Male
4.0,0.0,mam,Male
7.0,2.0,ayr,Male
39.0,6.0,eer,Male
2.0,0.0,mer,Male
15.0,7.0,min,Male
11.0,0.0,mir,Male
3.0,0.0,jad,Male
12.0,2.0,aar,Male
19.0,4.0,mar,Male
1.0,0.0,Amr,Male
3.0,1.0,nas,Male
2.0,21.0,sah,Male
4.0,0.0,eeq,Male
7.0,2.0,ees,Male
1.0,0.0,niq,Male
4.0,1.0,nis,Male
3.0,0.0,jam,Male
6.0,5.0,sar,Male
11.0,112.0,rah,Male
12.0,2.0,aar,Male
28.0,4.0,war,Male
7.0,0.0,zar,Male
14.0,1.0,das,Male
21.0,2.0,eel,Male
1.0,0.0,eil,Male
5.0,3.0,aaz,Male
2.0,1.0,bab,Male
17.0,2.0,eeb,Male
7.0,2.0,eez,Male
5.0,0.0,fan,Male
17.0,7.0,ham,Male
3.0,0.0,rif,Male
64.0,18.0,ish,Male
33.0,9.0,aan,Male
59.0,8.0,man,Male
1.0,0.0,qam,Male
7.0,1.0,sal,Male
33.0,9.0,aan,Male
14.0,1.0,rsh,Male
13.0,3.0,had,Male
5.0,0.0,haq,Male
8.0,2.0,lan,Male
6.0,8.0,tah,Male
30.0,3.0,yan,Male
8.0,0.0,sad,Male
8.0,0.0,sad,Male
6.0,5.0,sar,Male
2.0,0.0,agh,Male
1.0,0.0,bat,Male
26.0,4.0,eed,Male
9.0,2.0,far,Male
6.0,1.0,gar,Male
65.0,4.0,har,Male
63.0,2.0,ath,Male
65.0,4.0,har,Male
2.0,0.0,haz,Male
5.0,2.0,her,Male
1.0,1.0,faq,Male
8.0,0.0,hik,Male
11.0,1.0,him,Male
33.0,9.0,aan,Male
63.0,2.0,ath,Male
3.0,0.0,raf,Male
11.0,0.0,sim,Male
7.0,4.0,lam,Male
6.0,0.0,rar,Male
7.0,7.0,Ata,Male
1.0,0.0,baq,Male
17.0,2.0,eeb,Male
65.0,4.0,har,Male
1.0,0.0,zaz,Male
2.0,0.0,ier,Male
3.0,1.0,tif,Male
9.0,0.0,tik,Male
3.0,0.0,tiq,Male
3.0,0.0,tiq,Male
7.0,0.0,wad,Male
1.0,0.0,Awf,Male
1.0,0.0,Awn,Male
1.0,1.0,Aws,Male
33.0,9.0,aan,Male
5.0,3.0,aaz,Male
4.0,1.0,yaz,Male
2.0,0.0,bak,Male
7.0,1.0,din,Male
33.0,9.0,aan,Male
59.0,8.0,man,Male
2.0,0.0,yub,Male
32.0,1.0,ash,Male
2.0,0.0,yub,Male
33.0,9.0,aan,Male
4.0,0.0,zad,Male
37.0,9.0,eem,Male
2.0,2.0,fer,Male
65.0,4.0,har,Male
6.0,1.0,zim,Male
8.0,2.0,lan,Male
9.0,4.0,mat,Male
3.0,2.0,raq,Male
5.0,0.0,aqi,Male
5.0,0.0,zam,Male
27.0,1.0,hir,Male
11.0,0.0,sim,Male
13.0,4.0,bar,Male
2.0,2.0,ber,Male
5.0,0.0,qar,Male
1.0,0.0,qir,Male
4.0,0.0,kat,Male
3.0,0.0,arr,Male
3.0,2.0,raq,Male
1.0,0.0,sel,Male
1.0,0.0,sem,Male
12.0,2.0,aar,Male
65.0,4.0,har,Male
13.0,4.0,rat,Male
3.0,0.0,sil,Male
11.0,0.0,sim,Male
7.0,1.0,sir,Male
6.0,2.0,sam,Male
3.0,2.0,tal,Male
33.0,9.0,aan,Male
5.0,0.0,zam,Male
4.0,0.0,zad,Male
12.0,1.0,lal,Male
1.0,0.0,shr,Male
2.0,0.0,hut,Male
8.0,0.0,rak,Male
8.0,0.0,ayd,Male
33.0,9.0,aan,Male
98.0,14.0,han,Male
15.0,7.0,min,Male
64.0,18.0,ish,Male
11.0,39.0,bah,Male
11.0,1.0,bir,Male
3.0,0.0,fal,Male
16.0,2.0,hil,Male
39.0,6.0,eer,Male
11.0,112.0,rah,Male
7.0,1.0,iel,Male
64.0,18.0,ish,Male
4.0,4.0,yal,Male
5.0,0.0,rim,Male
1.0,0.0,wid,Male
13.0,66.0,lah,Male
2.0,0.0,oud,Male
1.0,0.0,wud,Male
30.0,3.0,yan,Male
1.0,0.0,ean,Male
30.0,61.0,een,Male
10.0,53.0,iya,Male
5.0,0.0,qar,Male
28.0,4.0,war,Male
16.0,0.0,dar,Male
4.0,1.0,nar,Male
10.0,53.0,iya,Male
19.0,21.0,ari,Male
28.0,4.0,war,Male
1.0,2.0,uha,Male
98.0,14.0,han,Male
2.0,2.0,aas,Male
13.0,3.0,san,Male
4.0,0.0,jaz,Male
4.0,0.0,jaz,Male
15.0,7.0,min,Male
32.0,3.0,ran,Male
6.0,0.0,aiz,Male
27.0,1.0,hir,Male
5.0,2.0,ris,Male
5.0,3.0,aaz,Male
8.0,1.0,adi,Male
3.0,1.0,dil,Male
3.0,0.0,adl,Male
1.0,0.0,aeq,Male
13.0,3.0,had,Male
2.0,1.0,ahd,Male
37.0,9.0,eem,Male
11.0,1.0,him,Male
2.0,7.0,hmi,Male
1.0,0.0,yim,Male
2.0,0.0,aik,Male
3.0,0.0,aiq,Male
7.0,1.0,sal,Male
4.0,1.0,yaz,Male
6.0,0.0,aiz,Male
33.0,9.0,aan,Male
6.0,2.0,zan,Male
7.0,1.0,din,Male
2.0,0.0,jer,Male
6.0,1.0,eeh,Male
2.0,0.0,khr,Male
2.0,10.0,hri,Male
3.0,1.0,rul,Male
1.0,0.0,kih,Male
13.0,66.0,lah,Male
6.0,1.0,eeh,Male
3.0,11.0,isa,Male
52.0,2.0,raj,Male
4.0,0.0,sat,Male
8.0,0.0,raz,Male
30.0,61.0,een,Male
26.0,4.0,eed,Male
7.0,2.0,ees,Male
98.0,14.0,han,Male
1.0,0.0,rid,Male
5.0,2.0,ris,Male
1.0,1.0,ooq,Male
1.0,0.0,ouk,Male
5.0,1.0,ukh,Male
1.0,0.0,ruq,Male
8.0,8.0,hat,Male
6.0,1.0,eeh,Male
30.0,61.0,een,Male
2.0,0.0,teh,Male
1.0,0.0,tih,Male
9.0,0.0,tik,Male
6.0,8.0,tah,Male
7.0,0.0,wad,Male
3.0,0.0,waz,Male
1.0,0.0,awz,Male
6.0,2.0,zan,Male
1.0,0.0,wzi,Male
5.0,3.0,aaz,Male
8.0,0.0,ayd,Male
1.0,0.0,yek,Male
7.0,1.0,sal,Male
6.0,2.0,zan,Male
3.0,1.0,zal,Male
6.0,2.0,zan,Male
2.0,0.0,roz,Male
6.0,44.0,dah,Male
30.0,3.0,yan,Male
3.0,0.0,ras,Male
2.0,0.0,roz,Male
6.0,2.0,zan,Male
1.0,2.0,uad,Male
12.0,3.0,ail,Male
1.0,0.0,jai,Male
1.0,0.0,ozh,Male
7.0,0.0,wad,Male
12.0,3.0,ail,Male
19.0,3.0,ith,Male
2.0,2.0,lib,Male
1.0,0.0,nem,Male
5.0,6.0,nam,Male
33.0,9.0,aan,Male
3.0,1.0,uth,Male
1.0,0.0,wth,Male
11.0,6.0,oor,Male
8.0,2.0,lan,Male
9.0,2.0,far,Male
7.0,0.0,wan,Male
2.0,1.0,azi,Male
3.0,1.0,zal,Male
63.0,2.0,ath,Male
32.0,3.0,ran,Male
7.0,4.0,lam,Male
3.0,0.0,ayn,Male
2.0,0.0,rib,Male
1.0,1.0,sun,Male
2.0,0.0,ayf,Male
65.0,4.0,har,Male
2.0,0.0,lab,Male
1.0,0.0,fam,Male
98.0,14.0,han,Male
7.0,0.0,zar,Male
5.0,1.0,dee,Male
5.0,2.0,ris,Male
27.0,1.0,hir,Male
2.0,0.0,ziq,Male
13.0,66.0,lah,Male
3.0,0.0,bib,Male
1.0,0.0,bis,Male
5.0,1.0,dee,Male
8.0,1.0,adi,Male
4.0,0.0,did,Male
3.0,0.0,fid,Male
3.0,0.0,fiz,Male
1.0,0.0,afs,Male
6.0,0.0,der,Male
3.0,0.0,kal,Male
17.0,7.0,ham,Male
4.0,1.0,aji,Male
2.0,0.0,jib,Male
2.0,0.0,jaj,Male
3.0,0.0,kim,Male
10.0,0.0,eef,Male
37.0,9.0,eem,Male
4.0,0.0,laj,Male
25.0,44.0,ani,Male
1.0,0.0,amd,Male
29.0,2.0,dan,Male
1.0,0.0,dhy,Male
1.0,0.0,mdi,Male
37.0,9.0,eem,Male
7.0,1.0,ami,Male
3.0,0.0,mid,Male
10.0,0.0,mad,Male
4.0,0.0,mam,Male
6.0,0.0,ood,Male
2.0,0.0,mza,Male
2.0,22.0,zah,Male
32.0,1.0,ash,Male
10.0,0.0,eef,Male
25.0,44.0,ani,Male
1.0,0.0,nif,Male
4.0,18.0,fah,Male
5.0,0.0,Haq,Male
5.0,2.0,ris,Male
2.0,21.0,sah,Male
19.0,3.0,ith,Male
5.0,5.0,oon,Male
13.0,3.0,san,Male
17.0,2.0,eeb,Male
30.0,61.0,een,Male
17.0,7.0,ham,Male
13.0,0.0,hid,Male
11.0,1.0,him,Male
27.0,1.0,hir,Male
9.0,4.0,mat,Male
3.0,0.0,sib,Male
4.0,6.0,ain,Male
13.0,3.0,san,Male
1.0,0.0,tib,Male
1.0,1.0,tim,Male
10.0,2.0,hab,Male
2.0,2.0,aat,Male
6.0,0.0,der,Male
17.0,7.0,ham,Male
9.0,4.0,yam,Male
6.0,1.0,zim,Male
2.0,0.0,ziq,Male
6.0,2.0,sam,Male
11.0,39.0,bah,Male
33.0,9.0,aan,Male
8.0,5.0,yat,Male
12.0,1.0,lal,Male
8.0,5.0,yat,Male
17.0,7.0,ham,Male
13.0,3.0,san,Male
59.0,8.0,man,Male
7.0,1.0,aam,Male
2.0,2.0,uda,Male
2.0,0.0,aab,Male
2.0,0.0,Hud,Male
6.0,75.0,yah,Male
6.0,3.0,jat,Male
8.0,0.0,aid,Male
12.0,1.0,air,Male
4.0,0.0,mam,Male
6.0,1.0,ayl,Male
4.0,0.0,yun,Male
1.0,0.0,umd,Male
2.0,0.0,mza,Male
11.0,112.0,rah,Male
2.0,0.0,yth,Male
9.0,4.0,mat,Male
11.0,112.0,rah,Male
6.0,2.0,sam,Male
1.0,0.0,sni,Male
4.0,6.0,ain,Male
1.0,0.0,ein,Male
1.0,1.0,yfa,Male
4.0,18.0,fah,Male
4.0,18.0,fah,Male
6.0,1.0,ayl,Male
7.0,1.0,aad,Male
1.0,0.0,Ibn,Male
11.0,1.0,him,Male
5.0,2.0,ris,Male
65.0,4.0,har,Male
10.0,2.0,hab,Male
13.0,3.0,san,Male
17.0,7.0,ham,Male
24.0,5.0,ram,Male
17.0,7.0,ham,Male
4.0,0.0,jaz,Male
1.0,1.0,jli,Male
8.0,59.0,mah,Male
8.0,2.0,lan,Male
3.0,3.0,fat,Male
5.0,0.0,yas,Male
7.0,1.0,aad,Male
33.0,9.0,aan,Male
10.0,0.0,mad,Male
32.0,3.0,ran,Male
2.0,0.0,iaz,Male
4.0,1.0,yaz,Male
7.0,1.0,aam,Male
8.0,5.0,yat,Male
1.0,0.0,iat,Male
1.0,1.0,saf,Male
3.0,1.0,taj,Male
10.0,2.0,hab,Male
7.0,0.0,zar,Male
8.0,0.0,bal,Male
7.0,1.0,aam,Male
10.0,4.0,rit,Male
16.0,0.0,dar,Male
5.0,0.0,fan,Male
3.0,11.0,Isa,Male
6.0,2.0,sam,Male
5.0,0.0,haq,Male
13.0,4.0,rat,Male
1.0,0.0,yaq,Male
16.0,0.0,dar,Male
7.0,4.0,lam,Male
8.0,59.0,mah,Male
12.0,3.0,ail,Male
12.0,3.0,ail,Male
6.0,0.0,rar,Male
6.0,5.0,sar,Male
2.0,10.0,hri,Male
12.0,2.0,aar,Male
10.0,0.0,mad,Male
7.0,1.0,aad,Male
2.0,2.0,aas,Male
33.0,9.0,aan,Male
30.0,3.0,yan,Male
2.0,1.0,Izz,Male
2.0,0.0,zat,Male
33.0,9.0,aan,Male
11.0,1.0,bir,Male
1.0,0.0,abr,Male
3.0,0.0,Jad,Male
9.0,2.0,far,Male
2.0,2.0,fer,Male
2.0,0.0,gir,Male
2.0,0.0,zeb,Male
7.0,1.0,ami,Male
19.0,21.0,ari,Male
1.0,0.0,hiz,Male
2.0,0.0,ahm,Male
12.0,1.0,lal,Male
7.0,2.0,ees,Male
2.0,0.0,lil,Male
18.0,7.0,mal,Male
11.0,74.0,sha,Male
10.0,2.0,mil,Male
18.0,1.0,Jan,Male
2.0,3.0,aah,Male
39.0,6.0,eer,Male
19.0,21.0,ari,Male
6.0,75.0,yah,Male
6.0,0.0,ood,Male
6.0,0.0,rar,Male
11.0,0.0,sim,Male
11.0,0.0,mir,Male
65.0,4.0,har,Male
4.0,0.0,ved,Male
26.0,4.0,eed,Male
2.0,0.0,ier,Male
7.0,0.0,wad,Male
29.0,2.0,dan,Male
65.0,4.0,har,Male
1.0,0.0,zib,Male
33.0,9.0,aan,Male
8.0,2.0,lan,Male
32.0,3.0,ran,Male
2.0,0.0,ril,Male
13.0,3.0,had,Male
6.0,0.0,yad,Male
6.0,1.0,ayl,Male
12.0,1.0,air,Male
4.0,0.0,aym,Male
1.0,7.0,uma,Male
5.0,59.0,nah,Male
18.0,7.0,mal,Male
8.0,0.0,aid,Male
8.0,0.0,ayd,Male
1.0,0.0,dub,Male
8.0,59.0,mah,Male
10.0,2.0,mil,Male
3.0,0.0,hif,Male
39.0,6.0,eer,Male
11.0,1.0,bir,Male
21.0,2.0,eel,Male
3.0,0.0,ser,Male
1.0,0.0,jji,Male
1.0,0.0,lbi,Male
37.0,9.0,eem,Male
2.0,14.0,ema,Male
18.0,7.0,mal,Male
10.0,2.0,mil,Male
32.0,3.0,ran,Male
37.0,9.0,eem,Male
5.0,0.0,rim,Male
6.0,2.0,sam,Male
98.0,14.0,han,Male
3.0,0.0,hif,Male
11.0,0.0,sim,Male
1.0,1.0,kab,Male
65.0,4.0,har,Male
13.0,3.0,san,Male
2.0,1.0,azi,Male
6.0,1.0,zim,Male
33.0,9.0,aan,Male
3.0,0.0,dim,Male
3.0,0.0,fid,Male
1.0,0.0,laf,Male
7.0,4.0,lam,Male
1.0,0.0,dun,Male
26.0,4.0,eed,Male
21.0,2.0,eel,Male
4.0,0.0,eeq,Male
2.0,0.0,lid,Male
4.0,18.0,fah,Male
2.0,0.0,lis,Male
4.0,0.0,lad,Male
4.0,7.0,jah,Male
3.0,0.0,sib,Male
17.0,2.0,eeb,Male
28.0,4.0,war,Male
7.0,1.0,aam,Male
7.0,2.0,ayr,Male
1.0,0.0,yri,Male
8.0,5.0,yat,Male
2.0,0.0,zin,Male
32.0,1.0,ash,Male
1.0,0.0,idr,Male
32.0,1.0,ash,Male
8.0,1.0,aib,Male
7.0,0.0,ayb,Male
8.0,0.0,ayd,Male
3.0,0.0,ays,Male
24.0,5.0,ram,Male
8.0,59.0,mah,Male
24.0,5.0,ram,Male
26.0,4.0,eed,Male
13.0,0.0,hid,Male
10.0,2.0,ush,Male
6.0,0.0,tar,Male
8.0,5.0,yat,Male
1.0,3.0,nza,Male
28.0,4.0,war,Male
7.0,0.0,ayb,Male
17.0,2.0,eeb,Male
3.0,0.0,bib,Male
9.0,14.0,iah,Male
3.0,0.0,aiq,Male
19.0,3.0,ith,Male
4.0,0.0,laj,Male
28.0,1.0,eet,Male
10.0,0.0,eef,Male
3.0,1.0,tif,Male
2.0,0.0,yth,Male
9.0,1.0,ban,Male
2.0,22.0,zah,Male
3.0,0.0,qat,Male
1.0,0.0,uay,Male
59.0,8.0,man,Male
1.0,0.0,Lut,Male
1.0,0.0,utf,Male
1.0,0.0,tfi,Male
5.0,3.0,aaz,Male
1.0,0.0,bad,Male
25.0,44.0,ani,Male
30.0,3.0,yan,Male
30.0,3.0,yan,Male
13.0,3.0,had,Male
2.0,0.0,haz,Male
39.0,6.0,eer,Male
1.0,0.0,bub,Male
2.0,1.0,ahd,Male
1.0,0.0,hdi,Male
5.0,2.0,her,Male
1.0,0.0,fuj,Male
1.0,0.0,fuz,Male
1.0,0.0,hja,Male
2.0,1.0,mud,Male
1.0,0.0,ajd,Male
1.0,0.0,jdi,Male
1.0,1.0,oom,Male
1.0,1.0,kki,Male
4.0,0.0,lih,Male
6.0,0.0,lik,Male
1.0,0.0,duh,Male
5.0,5.0,oon,Male
3.0,0.0,mun,Male
59.0,8.0,Man,Male
11.0,6.0,oor,Male
3.0,1.0,sur,Male
7.0,0.0,zar,Male
11.0,6.0,oor,Male
2.0,2.0,ool,Male
2.0,0.0,qil,Male
3.0,1.0,oob,Male
30.0,61.0,een,Male
1.0,0.0,ruf,Male
7.0,0.0,wan,Male
1.0,0.0,zuq,Male
13.0,4.0,rat,Male
17.0,10.0,hal,Male
6.0,0.0,ood,Male
2.0,0.0,hud,Male
11.0,6.0,oor,Male
6.0,0.0,ood,Male
2.0,0.0,oud,Male
11.0,6.0,oor,Male
2.0,0.0,rur,Male
1.0,0.0,sud,Male
2.0,3.0,sum,Male
30.0,61.0,een,Male
3.0,1.0,oob,Male
3.0,0.0,sil,Male
3.0,0.0,mun,Male
11.0,112.0,rah,Male
2.0,0.0,zin,Male
3.0,1.0,oob,Male
4.0,0.0,tab,Male
1.0,0.0,kka,Male
3.0,1.0,sur,Male
6.0,8.0,tah,Male
3.0,78.0,ika,Male
12.0,3.0,ail,Male
19.0,4.0,mar,Male
3.0,1.0,haj,Male
52.0,2.0,raj,Male
1.0,0.0,sab,Male
11.0,39.0,bah,Male
30.0,61.0,een,Male
6.0,8.0,tah,Male
5.0,0.0,zam,Male
30.0,61.0,een,Male
30.0,61.0,een,Male
7.0,2.0,eez,Male
2.0,2.0,men,Male
2.0,0.0,med,Male
13.0,0.0,hid,Male
7.0,1.0,sin,Male
2.0,2.0,bul,Male
4.0,2.0,afa,Male
11.0,0.0,sim,Male
2.0,0.0,taz,Male
2.0,0.0,nir,Male
9.0,0.0,rad,Male
3.0,0.0,adh,Male
4.0,2.0,afa,Male
3.0,7.0,lla,Male
7.0,0.0,lim,Male
19.0,4.0,mar,Male
2.0,0.0,mer,Male
6.0,75.0,yah,Male
1.0,0.0,wiz,Male
6.0,0.0,yad,Male
2.0,0.0,igh,Male
8.0,0.0,rak,Male
3.0,2.0,raq,Male
27.0,1.0,hir,Male
7.0,1.0,sir,Male
30.0,61.0,een,Male
3.0,0.0,bid,Male
11.0,1.0,bir,Male
7.0,1.0,sir,Male
3.0,0.0,ser,Male
30.0,61.0,een,Male
7.0,2.0,eez,Male
2.0,0.0,dal,Male
5.0,0.0,kir,Male
13.0,66.0,lah,Male
26.0,4.0,eed,Male
3.0,0.0,fid,Male
4.0,0.0,lih,Male
1.0,0.0,fti,Male
19.0,3.0,ith,Male
3.0,0.0,fiz,Male
15.0,7.0,min,Male
1.0,0.0,jir,Male
10.0,0.0,mad,Male
7.0,0.0,nad,Male
4.0,2.0,rem,Male
5.0,1.0,dee,Male
28.0,1.0,eet,Male
4.0,1.0,hib,Male
2.0,0.0,riz,Male
7.0,1.0,sin,Male
8.0,1.0,adi,Male
11.0,1.0,him,Male
30.0,61.0,een,Male
2.0,0.0,uiz,Male
4.0,0.0,did,Male
13.0,0.0,hid,Male
2.0,1.0,ziz,Male
17.0,2.0,eeb,Male
3.0,0.0,bur,Male
1.0,6.0,aba,Male
24.0,5.0,ram,Male
2.0,0.0,lis,Male
6.0,0.0,tar,Male
11.0,0.0,dir,Male
6.0,1.0,ayl,Male
15.0,7.0,min,Male
2.0,0.0,taz,Male
2.0,0.0,naf,Male
28.0,4.0,war,Male
17.0,2.0,eeb,Male
39.0,6.0,eer,Male
2.0,0.0,nir,Male
4.0,1.0,nis,Male
11.0,0.0,dir,Male
1.0,1.0,qad,Male
7.0,1.0,sir,Male
4.0,1.0,zir,Male
4.0,1.0,zir,Male
14.0,1.0,das,Male
11.0,0.0,dir,Male
3.0,1.0,bil,Male
2.0,0.0,sid,Male
1.0,0.0,bbi,Male
9.0,0.0,rad,Male
7.0,1.0,sal,Male
13.0,0.0,hid,Male
7.0,1.0,aad,Male
1.0,1.0,daa,Male
2.0,4.0,aza,Male
1.0,0.0,usa,Male
2.0,0.0,diq,Male
8.0,0.0,aid,Male
17.0,2.0,eeb,Male
3.0,0.0,raf,Male
39.0,6.0,eer,Male
6.0,0.0,fiq,Male
27.0,1.0,hir,Male
1.0,0.0,taq,Male
4.0,0.0,lih,Male
7.0,0.0,lim,Male
13.0,4.0,rat,Male
30.0,61.0,een,Male
4.0,2.0,afa,Male
26.0,4.0,eed,Male
13.0,3.0,san,Male
2.0,1.0,jab,Male
3.0,0.0,kim,Male
39.0,6.0,eer,Male
37.0,9.0,eem,Male
4.0,0.0,tab,Male
27.0,1.0,hir,Male
11.0,1.0,him,Male
11.0,0.0,sim,Male
4.0,0.0,sit,Male
1.0,0.0,yib,Male
5.0,0.0,aqi,Male
1.0,1.0,tee,Male
9.0,2.0,far,Male
5.0,0.0,kir,Male
10.0,2.0,mil,Male
27.0,1.0,hir,Male
10.0,2.0,mil,Male
11.0,0.0,dir,Male
21.0,2.0,eel,Male
98.0,14.0,han,Male
2.0,0.0,igh,Male
1.0,0.0,bih,Male
3.0,1.0,bil,Male
37.0,9.0,eem,Male
27.0,1.0,hir,Male
3.0,0.0,dim,Male
11.0,0.0,dir,Male
2.0,0.0,adr,Male
37.0,9.0,eem,Male
4.0,0.0,sat,Male
7.0,2.0,ees,Male
1.0,0.0,fis,Male
8.0,1.0,aib,Male
12.0,3.0,ail,Male
6.0,0.0,aim,Male
12.0,1.0,air,Male
3.0,0.0,jam,Male
17.0,2.0,eeb,Male
26.0,4.0,eed,Male
4.0,1.0,aji,Male
2.0,0.0,jib,Male
7.0,0.0,jid,Male
2.0,0.0,jih,Male
1.0,0.0,ajm,Male
39.0,6.0,eer,Male
5.0,0.0,mik,Male
17.0,2.0,eeb,Male
5.0,0.0,aqi,Male
1.0,0.0,qid,Male
32.0,1.0,ash,Male
10.0,0.0,eef,Male
37.0,9.0,eem,Male
39.0,6.0,eer,Male
8.0,8.0,hat,Male
22.0,0.0,hit,Male
4.0,0.0,sif,Male
1.0,0.0,sih,Male
11.0,0.0,sim,Male
7.0,1.0,sir,Male
1.0,0.0,smi,Male
1.0,0.0,asr,Male
3.0,0.0,ser,Male
3.0,0.0,tiq,Male
13.0,3.0,had,Male
26.0,4.0,eed,Male
2.0,0.0,vid,Male
3.0,0.0,waz,Male
3.0,0.0,fal,Male
2.0,1.0,yab,Male
4.0,0.0,kat,Male
7.0,0.0,zar,Male
10.0,0.0,eef,Male
39.0,6.0,eer,Male
1.0,0.0,zih,Male
6.0,1.0,zim,Male
4.0,1.0,zir,Male
98.0,14.0,han,Male
2.0,0.0,dal,Male
17.0,10.0,hal,Male
1.0,0.0,aaj,Male
65.0,4.0,har,Male
4.0,1.0,yaz,Male
5.0,0.0,zam,Male
7.0,0.0,zar,Male
59.0,8.0,man,Male
2.0,0.0,ooh,Male
11.0,6.0,oor,Male
15.0,24.0,ali,Male
6.0,0.0,aiz,Male
2.0,0.0,our,Male
2.0,5.0,ine,Male
4.0,0.0,aym,Male
8.0,0.0,aid,Male
1.0,0.0,Nuh,Male
12.0,1.0,air,Male
59.0,8.0,man,Male
3.0,0.0,Nur,Male
3.0,0.0,Nur,Male
8.0,0.0,raz,Male
30.0,61.0,een,Male
4.0,5.0,uri,Male
3.0,0.0,ayn,Male
7.0,0.0,ayb,Male
7.0,2.0,ayr,Male
8.0,0.0,aid,Male
12.0,1.0,air,Male
19.0,4.0,mar,Male
7.0,13.0,ama,Male
4.0,1.0,ais,Male
1.0,1.0,rsa,Male
1.0,0.0,vez,Male
6.0,0.0,aiz,Male
11.0,0.0,dir,Male
21.0,2.0,eel,Male
16.0,0.0,dar,Male
39.0,6.0,eer,Male
8.0,1.0,adi,Male
3.0,0.0,dim,Male
20.0,1.0,tan,Male
6.0,0.0,aim,Male
4.0,1.0,ais,Male
19.0,4.0,mar,Male
25.0,44.0,ani,Male
7.0,1.0,nit,Male
17.0,2.0,eeb,Male
37.0,9.0,eem,Male
2.0,0.0,sid,Male
4.0,0.0,sif,Male
11.0,0.0,sim,Male
6.0,44.0,dah,Male
1.0,0.0,wee,Male
3.0,0.0,ays,Male
11.0,0.0,dir,Male
8.0,59.0,mah,Male
3.0,2.0,oos,Male
9.0,1.0,ban,Male
3.0,0.0,say,Male
11.0,39.0,bah,Male
1.0,0.0,utb,Male
16.0,2.0,hil,Male
1.0,2.0,mis,Male
2.0,0.0,miz,Male
13.0,0.0,hid,Male
11.0,39.0,bah,Male
13.0,4.0,bar,Male
25.0,44.0,ani,Male
1.0,0.0,bee,Male
1.0,1.0,abi,Male
9.0,14.0,iah,Male
4.0,1.0,bit,Male
8.0,1.0,adi,Male
7.0,2.0,ees,Male
5.0,0.0,fan,Male
1.0,0.0,fay,Male
3.0,0.0,fee,Male
6.0,0.0,eek,Male
8.0,0.0,afi,Male
1.0,0.0,fik,Male
6.0,0.0,fiq,Male
4.0,1.0,hib,Male
8.0,8.0,hat,Male
21.0,2.0,eel,Male
163.0,4.0,esh,Male
16.0,2.0,hil,Male
11.0,1.0,him,Male
9.0,4.0,mat,Male
8.0,0.0,aid,Male
98.0,14.0,han,Male
30.0,3.0,yan,Male
1.0,0.0,jaa,Male
2.0,1.0,jab,Male
37.0,9.0,eem,Male
98.0,14.0,han,Male
29.0,2.0,dan,Male
