% Indian_Name_Gender
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,12:38:47
% Python Generated ARFF file
% Gender Model Type: Bigrams_2

@RELATION Gender_Bigrams_2

@ATTRIBUTE Bigram_2_Male  NUMERIC
@ATTRIBUTE Bigram_2_Female  NUMERIC
@ATTRIBUTE Bigram_2  STRING
@ATTRIBUTE class        {Male,Female}

@DATA
264.0,30.0,if,Male
19.0,1.0,al,Male
138.0,55.0,am,Male
113.0,36.0,Ai,Male
178.0,242.0,an,Male
423.0,65.0,ir,Male
114.0,6.0,ah,Male
269.0,617.0,an,Male
423.0,65.0,ar,Male
264.0,30.0,am,Male
113.0,36.0,yr,Male
7.0,2.0,er,Male
73.0,16.0,er,Male
73.0,16.0,in,Male
90.0,29.0,ir,Male
114.0,6.0,ad,Male
121.0,10.0,ar,Male
264.0,30.0,ar,Male
264.0,30.0,Ar,Male
264.0,30.0,as,Male
75.0,11.0,ah,Male
269.0,617.0,eq,Male
6.0,0.0,es,Male
10.0,5.0,iq,Male
22.0,0.0,is,Male
20.0,11.0,am,Male
113.0,36.0,ar,Male
264.0,30.0,ah,Male
269.0,617.0,ar,Male
264.0,30.0,ar,Male
264.0,30.0,ar,Male
264.0,30.0,as,Male
75.0,11.0,el,Male
48.0,18.0,il,Male
66.0,10.0,az,Male
36.0,12.0,ab,Male
34.0,11.0,eb,Male
24.0,2.0,ez,Male
8.0,2.0,an,Male
423.0,65.0,am,Male
113.0,36.0,if,Male
19.0,1.0,ih,Male
111.0,21.0,an,Male
423.0,65.0,an,Male
423.0,65.0,am,Male
113.0,36.0,al,Male
138.0,55.0,an,Male
423.0,65.0,Ah,Male
269.0,617.0,ad,Male
121.0,10.0,aq,Male
17.0,4.0,an,Male
423.0,65.0,ah,Male
269.0,617.0,an,Male
423.0,65.0,ad,Male
121.0,10.0,ad,Male
121.0,10.0,ar,Male
264.0,30.0,ah,Male
269.0,617.0,at,Male
139.0,37.0,ed,Male
40.0,5.0,ar,Male
264.0,30.0,ar,Male
264.0,30.0,ar,Male
264.0,30.0,ah,Male
269.0,617.0,ar,Male
264.0,30.0,az,Male
36.0,12.0,er,Male
73.0,16.0,aq,Male
17.0,4.0,ik,Male
48.0,0.0,im,Male
59.0,6.0,an,Male
423.0,65.0,ah,Male
269.0,617.0,af,Male
11.0,5.0,im,Male
59.0,6.0,am,Male
113.0,36.0,ar,Male
264.0,30.0,Aa,Male
131.0,401.0,aq,Male
17.0,4.0,eb,Male
24.0,2.0,ar,Male
264.0,30.0,az,Male
36.0,12.0,er,Male
73.0,16.0,if,Male
19.0,1.0,ik,Male
48.0,0.0,iq,Male
22.0,0.0,iq,Male
22.0,0.0,ad,Male
121.0,10.0,Af,Male
11.0,5.0,An,Male
423.0,65.0,As,Male
75.0,11.0,an,Male
423.0,65.0,az,Male
36.0,12.0,az,Male
36.0,12.0,ak,Male
59.0,10.0,in,Male
90.0,29.0,an,Male
423.0,65.0,an,Male
423.0,65.0,ub,Male
6.0,2.0,ah,Male
269.0,617.0,ub,Male
6.0,2.0,an,Male
423.0,65.0,ad,Male
121.0,10.0,em,Male
44.0,11.0,er,Male
73.0,16.0,ar,Male
264.0,30.0,im,Male
59.0,6.0,an,Male
423.0,65.0,at,Male
139.0,37.0,aq,Male
17.0,4.0,ai,Male
178.0,242.0,am,Male
113.0,36.0,ir,Male
114.0,6.0,im,Male
59.0,6.0,ar,Male
264.0,30.0,er,Male
73.0,16.0,ar,Male
264.0,30.0,ir,Male
114.0,6.0,at,Male
139.0,37.0,ar,Male
264.0,30.0,aq,Male
17.0,4.0,el,Male
48.0,18.0,em,Male
44.0,11.0,ar,Male
264.0,30.0,ar,Male
264.0,30.0,at,Male
139.0,37.0,il,Male
66.0,10.0,im,Male
59.0,6.0,ir,Male
114.0,6.0,am,Male
113.0,36.0,al,Male
138.0,55.0,an,Male
423.0,65.0,am,Male
113.0,36.0,ad,Male
121.0,10.0,al,Male
138.0,55.0,ir,Male
114.0,6.0,ut,Male
22.0,1.0,ak,Male
59.0,10.0,yd,Male
8.0,0.0,an,Male
423.0,65.0,an,Male
423.0,65.0,in,Male
90.0,29.0,ih,Male
111.0,21.0,ah,Male
269.0,617.0,ir,Male
114.0,6.0,al,Male
138.0,55.0,il,Male
66.0,10.0,er,Male
73.0,16.0,ah,Male
269.0,617.0,el,Male
48.0,18.0,ih,Male
111.0,21.0,al,Male
138.0,55.0,im,Male
59.0,6.0,id,Male
55.0,1.0,ah,Male
269.0,617.0,ud,Male
15.0,3.0,ud,Male
15.0,3.0,an,Male
423.0,65.0,an,Male
423.0,65.0,en,Male
57.0,65.0,ya,Male
73.0,168.0,ar,Male
264.0,30.0,ar,Male
264.0,30.0,ar,Male
264.0,30.0,ar,Male
264.0,30.0,ya,Male
73.0,168.0,ai,Male
178.0,242.0,ar,Male
264.0,30.0,ua,Male
39.0,98.0,an,Male
423.0,65.0,as,Male
75.0,11.0,an,Male
423.0,65.0,az,Male
36.0,12.0,az,Male
36.0,12.0,in,Male
90.0,29.0,an,Male
423.0,65.0,iz,Male
22.0,2.0,ir,Male
114.0,6.0,is,Male
20.0,11.0,az,Male
36.0,12.0,ai,Male
178.0,242.0,il,Male
66.0,10.0,al,Male
138.0,55.0,eq,Male
6.0,0.0,ad,Male
121.0,10.0,ad,Male
121.0,10.0,em,Male
44.0,11.0,im,Male
59.0,6.0,ai,Male
178.0,242.0,im,Male
59.0,6.0,ik,Male
48.0,0.0,iq,Male
22.0,0.0,al,Male
138.0,55.0,az,Male
36.0,12.0,iz,Male
22.0,2.0,an,Male
423.0,65.0,an,Male
423.0,65.0,in,Male
90.0,29.0,er,Male
73.0,16.0,eh,Male
183.0,13.0,ar,Male
264.0,30.0,ai,Male
178.0,242.0,ul,Male
35.0,7.0,ih,Male
111.0,21.0,ah,Male
269.0,617.0,eh,Male
183.0,13.0,ia,Male
66.0,611.0,aj,Male
77.0,4.0,at,Male
139.0,37.0,az,Male
36.0,12.0,en,Male
57.0,65.0,ed,Male
40.0,5.0,es,Male
10.0,5.0,an,Male
423.0,65.0,id,Male
55.0,1.0,is,Male
20.0,11.0,oq,Male
1.0,1.0,uk,Male
3.0,1.0,uh,Male
29.0,4.0,uq,Male
3.0,0.0,at,Male
139.0,37.0,eh,Male
183.0,13.0,en,Male
57.0,65.0,eh,Male
183.0,13.0,ih,Male
111.0,21.0,ik,Male
48.0,0.0,ah,Male
269.0,617.0,ad,Male
121.0,10.0,az,Male
36.0,12.0,az,Male
36.0,12.0,an,Male
423.0,65.0,ai,Male
178.0,242.0,az,Male
36.0,12.0,yd,Male
8.0,0.0,ek,Male
10.0,2.0,al,Male
138.0,55.0,an,Male
423.0,65.0,al,Male
138.0,55.0,an,Male
423.0,65.0,oz,Male
2.0,0.0,ah,Male
269.0,617.0,an,Male
423.0,65.0,as,Male
75.0,11.0,oz,Male
2.0,0.0,an,Male
423.0,65.0,ad,Male
121.0,10.0,il,Male
66.0,10.0,ai,Male
178.0,242.0,oh,Male
25.0,2.0,ad,Male
121.0,10.0,il,Male
66.0,10.0,ih,Male
111.0,21.0,ib,Male
34.0,4.0,em,Male
44.0,11.0,am,Male
113.0,36.0,an,Male
423.0,65.0,uh,Male
29.0,4.0,ah,Male
269.0,617.0,or,Male
19.0,7.0,an,Male
423.0,65.0,ar,Male
264.0,30.0,an,Male
423.0,65.0,ai,Male
178.0,242.0,al,Male
138.0,55.0,ah,Male
269.0,617.0,an,Male
423.0,65.0,am,Male
113.0,36.0,yn,Male
4.0,3.0,ib,Male
34.0,4.0,un,Male
18.0,5.0,yf,Male
2.0,0.0,ar,Male
264.0,30.0,ab,Male
34.0,11.0,am,Male
113.0,36.0,an,Male
423.0,65.0,ar,Male
264.0,30.0,ee,Male
23.0,17.0,is,Male
20.0,11.0,ir,Male
114.0,6.0,iq,Male
22.0,0.0,ah,Male
269.0,617.0,ib,Male
34.0,4.0,is,Male
20.0,11.0,ee,Male
23.0,17.0,ai,Male
178.0,242.0,id,Male
55.0,1.0,id,Male
55.0,1.0,iz,Male
22.0,2.0,as,Male
75.0,11.0,er,Male
73.0,16.0,al,Male
138.0,55.0,am,Male
113.0,36.0,ai,Male
178.0,242.0,ib,Male
34.0,4.0,aj,Male
77.0,4.0,im,Male
59.0,6.0,ef,Male
12.0,0.0,em,Male
44.0,11.0,aj,Male
77.0,4.0,ai,Male
178.0,242.0,ad,Male
121.0,10.0,an,Male
423.0,65.0,ay,Male
56.0,11.0,ai,Male
178.0,242.0,em,Male
44.0,11.0,ai,Male
178.0,242.0,id,Male
55.0,1.0,ad,Male
121.0,10.0,am,Male
113.0,36.0,od,Male
15.0,0.0,aa,Male
131.0,401.0,ah,Male
269.0,617.0,ah,Male
269.0,617.0,ef,Male
12.0,0.0,ai,Male
178.0,242.0,if,Male
19.0,1.0,ah,Male
269.0,617.0,aq,Male
17.0,4.0,is,Male
20.0,11.0,ah,Male
269.0,617.0,ih,Male
111.0,21.0,on,Male
26.0,8.0,an,Male
423.0,65.0,eb,Male
24.0,2.0,en,Male
57.0,65.0,am,Male
113.0,36.0,id,Male
55.0,1.0,im,Male
59.0,6.0,ir,Male
114.0,6.0,at,Male
139.0,37.0,ib,Male
34.0,4.0,in,Male
90.0,29.0,an,Male
423.0,65.0,ib,Male
34.0,4.0,im,Male
59.0,6.0,ab,Male
34.0,11.0,at,Male
139.0,37.0,er,Male
73.0,16.0,am,Male
113.0,36.0,am,Male
113.0,36.0,im,Male
59.0,6.0,iq,Male
22.0,0.0,am,Male
113.0,36.0,ah,Male
269.0,617.0,an,Male
423.0,65.0,at,Male
139.0,37.0,al,Male
138.0,55.0,at,Male
139.0,37.0,am,Male
113.0,36.0,an,Male
423.0,65.0,an,Male
423.0,65.0,am,Male
113.0,36.0,ua,Male
39.0,98.0,ab,Male
34.0,11.0,ud,Male
15.0,3.0,ah,Male
269.0,617.0,at,Male
139.0,37.0,id,Male
55.0,1.0,ir,Male
114.0,6.0,am,Male
113.0,36.0,yl,Male
7.0,1.0,un,Male
18.0,5.0,ud,Male
15.0,3.0,ua,Male
39.0,98.0,ah,Male
269.0,617.0,yh,Male
4.0,0.0,at,Male
139.0,37.0,ah,Male
269.0,617.0,am,Male
113.0,36.0,ui,Male
20.0,45.0,in,Male
90.0,29.0,in,Male
90.0,29.0,ya,Male
73.0,168.0,ah,Male
269.0,617.0,ah,Male
269.0,617.0,yl,Male
7.0,1.0,ad,Male
121.0,10.0,In,Male
90.0,29.0,im,Male
59.0,6.0,is,Male
20.0,11.0,ar,Male
264.0,30.0,ab,Male
34.0,11.0,an,Male
423.0,65.0,am,Male
113.0,36.0,am,Male
113.0,36.0,am,Male
113.0,36.0,az,Male
36.0,12.0,Ii,Male
20.0,100.0,ah,Male
269.0,617.0,an,Male
423.0,65.0,at,Male
139.0,37.0,as,Male
75.0,11.0,ad,Male
121.0,10.0,an,Male
423.0,65.0,ad,Male
121.0,10.0,an,Male
423.0,65.0,az,Male
36.0,12.0,az,Male
36.0,12.0,am,Male
113.0,36.0,at,Male
139.0,37.0,at,Male
139.0,37.0,af,Male
11.0,5.0,aj,Male
77.0,4.0,ab,Male
34.0,11.0,ar,Male
264.0,30.0,al,Male
138.0,55.0,am,Male
113.0,36.0,it,Male
117.0,9.0,ar,Male
264.0,30.0,an,Male
423.0,65.0,Ia,Male
66.0,611.0,am,Male
113.0,36.0,aq,Male
17.0,4.0,at,Male
139.0,37.0,aq,Male
17.0,4.0,ar,Male
264.0,30.0,am,Male
113.0,36.0,ah,Male
269.0,617.0,il,Male
66.0,10.0,il,Male
66.0,10.0,ar,Male
264.0,30.0,ar,Male
264.0,30.0,ai,Male
178.0,242.0,ar,Male
264.0,30.0,ad,Male
121.0,10.0,ad,Male
121.0,10.0,as,Male
75.0,11.0,an,Male
423.0,65.0,an,Male
423.0,65.0,Iz,Male
22.0,2.0,at,Male
139.0,37.0,an,Male
423.0,65.0,ir,Male
114.0,6.0,ar,Male
264.0,30.0,ad,Male
121.0,10.0,ar,Male
264.0,30.0,er,Male
73.0,16.0,ir,Male
114.0,6.0,eb,Male
24.0,2.0,ai,Male
178.0,242.0,ai,Male
178.0,242.0,iz,Male
22.0,2.0,am,Male
113.0,36.0,al,Male
138.0,55.0,es,Male
10.0,5.0,il,Male
66.0,10.0,al,Male
138.0,55.0,ea,Male
64.0,220.0,il,Male
66.0,10.0,an,Male
423.0,65.0,ah,Male
269.0,617.0,er,Male
73.0,16.0,ai,Male
178.0,242.0,ah,Male
269.0,617.0,od,Male
15.0,0.0,ar,Male
264.0,30.0,im,Male
59.0,6.0,ir,Male
114.0,6.0,ar,Male
264.0,30.0,ed,Male
40.0,5.0,ed,Male
40.0,5.0,er,Male
73.0,16.0,ad,Male
121.0,10.0,an,Male
423.0,65.0,ar,Male
264.0,30.0,ib,Male
34.0,4.0,an,Male
423.0,65.0,an,Male
423.0,65.0,an,Male
423.0,65.0,il,Male
66.0,10.0,ad,Male
121.0,10.0,ad,Male
121.0,10.0,yl,Male
7.0,1.0,ir,Male
114.0,6.0,ym,Male
4.0,0.0,ua,Male
39.0,98.0,ah,Male
269.0,617.0,al,Male
138.0,55.0,id,Male
55.0,1.0,yd,Male
8.0,0.0,ub,Male
6.0,2.0,ah,Male
269.0,617.0,il,Male
66.0,10.0,if,Male
19.0,1.0,er,Male
73.0,16.0,ir,Male
114.0,6.0,el,Male
48.0,18.0,er,Male
73.0,16.0,ai,Male
178.0,242.0,ai,Male
178.0,242.0,em,Male
44.0,11.0,ea,Male
64.0,220.0,al,Male
138.0,55.0,il,Male
66.0,10.0,an,Male
423.0,65.0,em,Male
44.0,11.0,im,Male
59.0,6.0,am,Male
113.0,36.0,an,Male
423.0,65.0,if,Male
19.0,1.0,im,Male
59.0,6.0,ab,Male
34.0,11.0,ar,Male
264.0,30.0,an,Male
423.0,65.0,ai,Male
178.0,242.0,im,Male
59.0,6.0,an,Male
423.0,65.0,im,Male
59.0,6.0,id,Male
55.0,1.0,af,Male
11.0,5.0,am,Male
113.0,36.0,un,Male
18.0,5.0,ed,Male
40.0,5.0,el,Male
48.0,18.0,eq,Male
6.0,0.0,id,Male
55.0,1.0,ah,Male
269.0,617.0,is,Male
20.0,11.0,ad,Male
121.0,10.0,ah,Male
269.0,617.0,ib,Male
34.0,4.0,eb,Male
24.0,2.0,ar,Male
264.0,30.0,am,Male
113.0,36.0,yr,Male
7.0,2.0,yi,Male
3.0,4.0,at,Male
139.0,37.0,in,Male
90.0,29.0,ah,Male
269.0,617.0,ir,Male
114.0,6.0,ah,Male
269.0,617.0,ib,Male
34.0,4.0,yb,Male
7.0,0.0,yd,Male
8.0,0.0,ys,Male
3.0,0.0,am,Male
113.0,36.0,ah,Male
269.0,617.0,am,Male
113.0,36.0,ed,Male
40.0,5.0,id,Male
55.0,1.0,uh,Male
29.0,4.0,ar,Male
264.0,30.0,at,Male
139.0,37.0,ia,Male
66.0,611.0,ar,Male
264.0,30.0,yb,Male
7.0,0.0,eb,Male
24.0,2.0,ib,Male
34.0,4.0,ah,Male
269.0,617.0,iq,Male
22.0,0.0,ih,Male
111.0,21.0,aj,Male
77.0,4.0,et,Male
41.0,6.0,ef,Male
12.0,0.0,if,Male
19.0,1.0,yh,Male
4.0,0.0,an,Male
423.0,65.0,ah,Male
269.0,617.0,at,Male
139.0,37.0,ay,Male
56.0,11.0,an,Male
423.0,65.0,ut,Male
22.0,1.0,uf,Male
6.0,0.0,ui,Male
20.0,45.0,az,Male
36.0,12.0,ad,Male
121.0,10.0,ai,Male
178.0,242.0,an,Male
423.0,65.0,an,Male
423.0,65.0,ad,Male
121.0,10.0,az,Male
36.0,12.0,er,Male
73.0,16.0,ub,Male
6.0,2.0,ad,Male
121.0,10.0,ai,Male
178.0,242.0,er,Male
73.0,16.0,uj,Male
11.0,1.0,uz,Male
2.0,1.0,aa,Male
131.0,401.0,ud,Male
15.0,3.0,ad,Male
121.0,10.0,ai,Male
178.0,242.0,om,Male
6.0,2.0,ai,Male
178.0,242.0,ih,Male
111.0,21.0,ik,Male
48.0,0.0,uh,Male
29.0,4.0,on,Male
26.0,8.0,un,Male
18.0,5.0,an,Male
423.0,65.0,or,Male
19.0,7.0,ur,Male
25.0,6.0,ar,Male
264.0,30.0,or,Male
19.0,7.0,ol,Male
3.0,5.0,il,Male
66.0,10.0,ob,Male
5.0,2.0,en,Male
57.0,65.0,uf,Male
6.0,0.0,an,Male
423.0,65.0,uq,Male
3.0,0.0,at,Male
139.0,37.0,al,Male
138.0,55.0,od,Male
15.0,0.0,ud,Male
15.0,3.0,or,Male
19.0,7.0,od,Male
15.0,0.0,ud,Male
15.0,3.0,or,Male
19.0,7.0,ur,Male
25.0,6.0,ud,Male
15.0,3.0,um,Male
9.0,15.0,en,Male
57.0,65.0,ob,Male
5.0,2.0,il,Male
66.0,10.0,un,Male
18.0,5.0,ah,Male
269.0,617.0,in,Male
90.0,29.0,ob,Male
5.0,2.0,ab,Male
34.0,11.0,ea,Male
64.0,220.0,ur,Male
25.0,6.0,ah,Male
269.0,617.0,ia,Male
66.0,611.0,il,Male
66.0,10.0,ar,Male
264.0,30.0,aj,Male
77.0,4.0,aj,Male
77.0,4.0,ab,Male
34.0,11.0,ah,Male
269.0,617.0,en,Male
57.0,65.0,ah,Male
269.0,617.0,am,Male
113.0,36.0,en,Male
57.0,65.0,en,Male
57.0,65.0,ez,Male
8.0,2.0,en,Male
57.0,65.0,ed,Male
40.0,5.0,id,Male
55.0,1.0,in,Male
90.0,29.0,ul,Male
35.0,7.0,aa,Male
131.0,401.0,im,Male
59.0,6.0,az,Male
36.0,12.0,ir,Male
114.0,6.0,ad,Male
121.0,10.0,ah,Male
269.0,617.0,aa,Male
131.0,401.0,aa,Male
131.0,401.0,im,Male
59.0,6.0,ar,Male
264.0,30.0,er,Male
73.0,16.0,ah,Male
269.0,617.0,iz,Male
22.0,2.0,ad,Male
121.0,10.0,ih,Male
111.0,21.0,ak,Male
59.0,10.0,aq,Male
17.0,4.0,ir,Male
114.0,6.0,ir,Male
114.0,6.0,en,Male
57.0,65.0,id,Male
55.0,1.0,ir,Male
114.0,6.0,ir,Male
114.0,6.0,er,Male
73.0,16.0,en,Male
57.0,65.0,ez,Male
8.0,2.0,al,Male
138.0,55.0,ir,Male
114.0,6.0,ah,Male
269.0,617.0,ed,Male
40.0,5.0,id,Male
55.0,1.0,ih,Male
111.0,21.0,ui,Male
20.0,45.0,ih,Male
111.0,21.0,iz,Male
22.0,2.0,in,Male
90.0,29.0,ir,Male
114.0,6.0,ad,Male
121.0,10.0,ad,Male
121.0,10.0,em,Male
44.0,11.0,ee,Male
23.0,17.0,et,Male
41.0,6.0,ib,Male
34.0,4.0,iz,Male
22.0,2.0,in,Male
90.0,29.0,ai,Male
178.0,242.0,im,Male
59.0,6.0,en,Male
57.0,65.0,iz,Male
22.0,2.0,id,Male
55.0,1.0,id,Male
55.0,1.0,iz,Male
22.0,2.0,eb,Male
24.0,2.0,ur,Male
25.0,6.0,aa,Male
131.0,401.0,am,Male
113.0,36.0,is,Male
20.0,11.0,ar,Male
264.0,30.0,ir,Male
114.0,6.0,yl,Male
7.0,1.0,in,Male
90.0,29.0,az,Male
36.0,12.0,af,Male
11.0,5.0,ar,Male
264.0,30.0,eb,Male
24.0,2.0,er,Male
73.0,16.0,ir,Male
114.0,6.0,is,Male
20.0,11.0,ir,Male
114.0,6.0,ad,Male
121.0,10.0,ir,Male
114.0,6.0,ir,Male
114.0,6.0,ir,Male
114.0,6.0,as,Male
75.0,11.0,ir,Male
114.0,6.0,il,Male
66.0,10.0,id,Male
55.0,1.0,ai,Male
178.0,242.0,ad,Male
121.0,10.0,al,Male
138.0,55.0,id,Male
55.0,1.0,ad,Male
121.0,10.0,aa,Male
131.0,401.0,aa,Male
131.0,401.0,ua,Male
39.0,98.0,iq,Male
22.0,0.0,id,Male
55.0,1.0,eb,Male
24.0,2.0,af,Male
11.0,5.0,er,Male
73.0,16.0,iq,Male
22.0,0.0,ir,Male
114.0,6.0,aq,Male
17.0,4.0,ih,Male
111.0,21.0,im,Male
59.0,6.0,at,Male
139.0,37.0,en,Male
57.0,65.0,aa,Male
131.0,401.0,ed,Male
40.0,5.0,an,Male
423.0,65.0,ab,Male
34.0,11.0,im,Male
59.0,6.0,er,Male
73.0,16.0,em,Male
44.0,11.0,ab,Male
34.0,11.0,ir,Male
114.0,6.0,im,Male
59.0,6.0,im,Male
59.0,6.0,it,Male
117.0,9.0,ib,Male
34.0,4.0,ai,Male
178.0,242.0,ee,Male
23.0,17.0,ar,Male
264.0,30.0,ir,Male
114.0,6.0,il,Male
66.0,10.0,ir,Male
114.0,6.0,il,Male
66.0,10.0,ir,Male
114.0,6.0,el,Male
48.0,18.0,an,Male
423.0,65.0,ih,Male
111.0,21.0,ih,Male
111.0,21.0,il,Male
66.0,10.0,em,Male
44.0,11.0,ir,Male
114.0,6.0,im,Male
59.0,6.0,ir,Male
114.0,6.0,ar,Male
264.0,30.0,em,Male
44.0,11.0,at,Male
139.0,37.0,es,Male
10.0,5.0,is,Male
20.0,11.0,ib,Male
34.0,4.0,il,Male
66.0,10.0,im,Male
59.0,6.0,ir,Male
114.0,6.0,am,Male
113.0,36.0,eb,Male
24.0,2.0,ed,Male
40.0,5.0,ai,Male
178.0,242.0,ib,Male
34.0,4.0,id,Male
55.0,1.0,ih,Male
111.0,21.0,am,Male
113.0,36.0,er,Male
73.0,16.0,ik,Male
48.0,0.0,eb,Male
24.0,2.0,ai,Male
178.0,242.0,id,Male
55.0,1.0,ah,Male
269.0,617.0,ef,Male
12.0,0.0,em,Male
44.0,11.0,er,Male
73.0,16.0,at,Male
139.0,37.0,it,Male
117.0,9.0,if,Male
19.0,1.0,ih,Male
111.0,21.0,im,Male
59.0,6.0,ir,Male
114.0,6.0,ai,Male
178.0,242.0,ar,Male
264.0,30.0,er,Male
73.0,16.0,iq,Male
22.0,0.0,ad,Male
121.0,10.0,ed,Male
40.0,5.0,id,Male
55.0,1.0,az,Male
36.0,12.0,al,Male
138.0,55.0,ab,Male
34.0,11.0,at,Male
139.0,37.0,ar,Male
264.0,30.0,ef,Male
12.0,0.0,er,Male
73.0,16.0,ih,Male
111.0,21.0,im,Male
59.0,6.0,ir,Male
114.0,6.0,an,Male
423.0,65.0,al,Male
138.0,55.0,al,Male
138.0,55.0,aj,Male
77.0,4.0,ar,Male
264.0,30.0,az,Male
36.0,12.0,am,Male
113.0,36.0,ar,Male
264.0,30.0,an,Male
423.0,65.0,oh,Male
25.0,2.0,or,Male
19.0,7.0,ai,Male
178.0,242.0,iz,Male
22.0,2.0,ur,Male
25.0,6.0,ie,Male
5.0,23.0,ym,Male
4.0,0.0,id,Male
55.0,1.0,uh,Male
29.0,4.0,ir,Male
114.0,6.0,an,Male
423.0,65.0,ur,Male
25.0,6.0,ur,Male
25.0,6.0,az,Male
36.0,12.0,en,Male
57.0,65.0,ui,Male
20.0,45.0,yn,Male
4.0,3.0,yb,Male
7.0,0.0,yr,Male
7.0,2.0,id,Male
55.0,1.0,ir,Male
114.0,6.0,ar,Male
264.0,30.0,aa,Male
131.0,401.0,is,Male
20.0,11.0,aa,Male
131.0,401.0,ez,Male
8.0,2.0,iz,Male
22.0,2.0,ir,Male
114.0,6.0,el,Male
48.0,18.0,ar,Male
264.0,30.0,er,Male
73.0,16.0,ai,Male
178.0,242.0,im,Male
59.0,6.0,an,Male
423.0,65.0,im,Male
59.0,6.0,is,Male
20.0,11.0,ar,Male
264.0,30.0,ai,Male
178.0,242.0,it,Male
117.0,9.0,eb,Male
24.0,2.0,em,Male
44.0,11.0,id,Male
55.0,1.0,if,Male
19.0,1.0,im,Male
59.0,6.0,ah,Male
269.0,617.0,ee,Male
23.0,17.0,ys,Male
3.0,0.0,ir,Male
114.0,6.0,ah,Male
269.0,617.0,os,Male
4.0,2.0,an,Male
423.0,65.0,ay,Male
56.0,11.0,ah,Male
269.0,617.0,ub,Male
6.0,2.0,il,Male
66.0,10.0,is,Male
20.0,11.0,iz,Male
22.0,2.0,id,Male
55.0,1.0,ah,Male
269.0,617.0,ar,Male
264.0,30.0,ai,Male
178.0,242.0,ee,Male
23.0,17.0,ai,Male
178.0,242.0,ah,Male
269.0,617.0,it,Male
117.0,9.0,ai,Male
178.0,242.0,es,Male
10.0,5.0,an,Male
423.0,65.0,ay,Male
56.0,11.0,ee,Male
23.0,17.0,ek,Male
10.0,2.0,ai,Male
178.0,242.0,ik,Male
48.0,0.0,iq,Male
22.0,0.0,ib,Male
34.0,4.0,at,Male
139.0,37.0,el,Male
48.0,18.0,eh,Male
183.0,13.0,il,Male
66.0,10.0,im,Male
59.0,6.0,at,Male
139.0,37.0,id,Male
55.0,1.0,an,Male
423.0,65.0,an,Male
423.0,65.0,aa,Male
131.0,401.0,ab,Male
34.0,11.0,em,Male
44.0,11.0,an,Male
423.0,65.0,an,Male
423.0,65.0,ez,Male
8.0,2.0,in,Male
90.0,29.0,iz,Male
22.0,2.0,ar,Male
264.0,30.0,ib,Male
34.0,4.0,em,Male
44.0,11.0,ad,Male
121.0,10.0,an,Male
423.0,65.0,ed,Male
40.0,5.0,id,Male
55.0,1.0,ol,Male
3.0,5.0,uf,Male
6.0,0.0,ah,Male
269.0,617.0,ah,Male
269.0,617.0,ah,Male
269.0,617.0,an,Male
423.0,65.0,es,Male
10.0,5.0,an,Male
423.0,65.0,an,Male
423.0,65.0,yn,Male
4.0,3.0,an,Male
423.0,65.0,aa,Male
131.0,401.0,am,Male
113.0,36.0,en,Male
57.0,65.0,an,Male
423.0,65.0,ea,Male
64.0,220.0,ah,Male
269.0,617.0,ea,Male
64.0,220.0,az,Male
36.0,12.0,ia,Male
66.0,611.0,an,Male
423.0,65.0,ah,Male
269.0,617.0,ay,Male
56.0,11.0,ad,Male
121.0,10.0,at,Male
139.0,37.0,an,Male
423.0,65.0,el,Male
48.0,18.0,il,Male
66.0,10.0,an,Male
423.0,65.0,el,Male
48.0,18.0,ah,Male
269.0,617.0,ud,Male
15.0,3.0,yi,Male
3.0,4.0,ad,Male
121.0,10.0,at,Male
139.0,37.0,ir,Male
114.0,6.0,ir,Male
114.0,6.0,iq,Male
22.0,0.0,al,Male
138.0,55.0,ib,Male
34.0,4.0,ir,Male
114.0,6.0,eh,Male
183.0,13.0,il,Male
66.0,10.0,iq,Male
22.0,0.0,ir,Male
114.0,6.0,ur,Male
25.0,6.0,ah,Male
269.0,617.0,ad,Male
121.0,10.0,an,Male
423.0,65.0,an,Male
423.0,65.0,at,Male
139.0,37.0,ed,Male
40.0,5.0,em,Male
44.0,11.0,ik,Male
48.0,0.0,iq,Male
22.0,0.0,it,Male
117.0,9.0,ed,Male
40.0,5.0,ar,Male
264.0,30.0,ah,Male
269.0,617.0,er,Male
73.0,16.0,ar,Male
264.0,30.0,ah,Male
269.0,617.0,yy,Male
4.0,0.0,ul,Male
35.0,7.0,an,Male
423.0,65.0,er,Male
73.0,16.0,ab,Male
34.0,11.0,ar,Male
264.0,30.0,im,Male
59.0,6.0,ib,Male
34.0,4.0,il,Male
66.0,10.0,ir,Male
114.0,6.0,al,Male
138.0,55.0,am,Male
113.0,36.0,ir,Male
114.0,6.0,ib,Male
34.0,4.0,id,Male
55.0,1.0,if,Male
19.0,1.0,an,Male
423.0,65.0,ul,Male
35.0,7.0,im,Male
59.0,6.0,ir,Male
114.0,6.0,ah,Male
269.0,617.0,ai,Male
178.0,242.0,id,Male
55.0,1.0,ad,Male
121.0,10.0,at,Male
139.0,37.0,ar,Male
264.0,30.0,ah,Male
269.0,617.0,in,Male
90.0,29.0,am,Male
113.0,36.0,ah,Male
269.0,617.0,am,Male
113.0,36.0,ah,Male
269.0,617.0,at,Male
